Rank,Time,Athlete,Year,Event,Gender
1772,54.6,Hashim,2000,10000m,Female
1826,55.65,Fearnley,2000,10000m,Female
1834,55.69,Denboba,2000,10000m,Female
1862,56.1,Maraoui-Quétier,2000,10000m,Female
1880,56.49,Balsamo,2000,10000m,Female
1884,56.56,Balsamo,2000,10000m,Female
1917,56.94,Hickman,2000,10000m,Female
1942,57.41,Barsosio,2000,10000m,Female
2000,58.34,Rhines,2000,10000m,Female
2022,58.68,Hickman,2000,10000m,Female
2026,58.76,Kashapova,2000,10000m,Female
2036,58.93,Fujinaga,2000,10000m,Female
2037,58.95,Ogoshi,2000,10000m,Female
2052,59.21,Leghzaoui,2000,10000m,Female
2063,59.41,Ogoshi,2000,10000m,Female
2072,59.6,Hiroyama,2000,10000m,Female
2091,0.03,Ogoshi,2000,10000m,Female
2110,0.4,Atodonyang,2000,10000m,Female
2133,1.04,Sakashita,2000,10000m,Female
2170,1.79,Renders,2000,10000m,Female
2178,1.86,Marie Lauck,2000,10000m,Female
2200,2.2,Abel,2000,10000m,Female
2231,2.86,Vasilevskaya,2000,10000m,Female
2238,3.0,Ozaki,2000,10000m,Female
2243,3.06,Peters,2000,10000m,Female
2337,4.81,Dias,2000,10000m,Female
2357,5.23,Noguchi,2000,10000m,Female
2417,6.19,Tulu,2000,10000m,Female
2428,6.41,Loroupe,2000,10000m,Female
2430,6.42,Okamoto,2000,10000m,Female
2433,6.43,Ribeiro,2000,10000m,Female
2441,6.54,Jevtic,2000,10000m,Female
2475,7.16,Ozaki,2000,10000m,Female
2480,7.25,Yamaguchi,2000,10000m,Female
2495,7.42,Olteanu,2000,10000m,Female
2499,7.44,Harvey,2000,10000m,Female
2508,7.58,Manabe,2000,10000m,Female
2517,7.68,Hiroyama,2000,10000m,Female
2573,8.67,Sampaio,2000,10000m,Female
2587,8.82,Leticia Rocha,2000,10000m,Female
2608,9.25,Wakamatsu,2000,10000m,Female
2623,9.49,Peters,2000,10000m,Female
2629,9.53,Bastos,2000,10000m,Female
305,55.8,Radcliffe,2001,10000m,Female
613,16.94,Leghzaoui,2001,10000m,Female
728,22.76,Berkut,2001,10000m,Female
802,26.34,Power,2001,10000m,Female
878,29.55,Mikitenko,2001,10000m,Female
904,30.6,Biktasheva,2001,10000m,Female
974,32.7,Adere ETH,2001,10000m,Female
984,33.08,Jevtic,2001,10000m,Female
1118,38.08,Worku ETH,2001,10000m,Female
1123,38.18,Joseph TAN,2001,10000m,Female
1178,39.8,Hiroyama,2001,10000m,Female
1239,41.32,Kotorida,2001,10000m,Female
1258,41.74,Malot KEN,2001,10000m,Female
1272,42.05,Fukushi,2001,10000m,Female
1322,43.41,Kidane ETH,2001,10000m,Female
1332,43.59,Yanmei,2001,10000m,Female
1379,45.06,Botezan,2001,10000m,Female
1490,47.82,Fujinaga,2001,10000m,Female
1504,48.19,Tulu,2001,10000m,Female
1520,48.5,Hara,2001,10000m,Female
1523,48.57,Worku,2001,10000m,Female
1532,48.73,Shibui,2001,10000m,Female
1533,48.81,Tulu,2001,10000m,Female
1535,48.85,Adere,2001,10000m,Female
1567,49.47,Yingjie,2001,10000m,Female
1586,49.98,Wami,2001,10000m,Female
1588,50.06,Radcliffe,2001,10000m,Female
1601,50.36,Power,2001,10000m,Female
1603,50.39,Okamoto,2001,10000m,Female
1614,50.56,Ozaki,2001,10000m,Female
1627,50.97,Loroupe KEN,2001,10000m,Female
1627,50.97,Iwamoto,2001,10000m,Female
1633,51.13,Noguchi,2001,10000m,Female
1736,53.68,Hara,2001,10000m,Female
1739,53.7,Yamanaka,2001,10000m,Female
1742,53.78,Min,2001,10000m,Female
1753,54.06,Biktasheva,2001,10000m,Female
1782,54.86,Yanan,2001,10000m,Female
1856,56.01,Hiroyama,2001,10000m,Female
1877,56.47,Guixia,2001,10000m,Female
1878,56.48,Wakamatsu,2001,10000m,Female
1902,56.78,Kurosawa,2001,10000m,Female
1931,57.1,Denboba ETH,2001,10000m,Female
1946,57.49,Bacha ETH,2001,10000m,Female
2056,59.27,Butler,2001,10000m,Female
2081,59.87,Takahashi,2001,10000m,Female
2084,59.91,Sakashita,2001,10000m,Female
2122,0.75,Oshima,2001,10000m,Female
2145,1.23,Yoshida,2001,10000m,Female
2153,1.43,Ogawa,2001,10000m,Female
2166,1.73,Sakashita,2001,10000m,Female
2197,2.16,Kawashima,2001,10000m,Female
2207,2.37,Meyer RSA,2001,10000m,Female
2236,2.96,Prokopcuka LAT,2001,10000m,Female
2250,3.26,Goto,2001,10000m,Female
2253,3.3,Fukushi,2001,10000m,Female
2260,3.4,Takahashi,2001,10000m,Female
2265,3.46,Botezan,2001,10000m,Female
2343,4.94,Petrova,2001,10000m,Female
2355,5.14,Kastor,2001,10000m,Female
2402,5.98,Belkacem FRA,2001,10000m,Female
2405,6.02,Yanrong,2001,10000m,Female
2424,6.35,Leghzaoui,2001,10000m,Female
2506,7.55,Xiujuan,2001,10000m,Female
2607,9.21,Belkacem,2001,10000m,Female
31,1.09,Radcliffe,2002,10000m,Female
112,28.26,Yingjie,2002,10000m,Female
225,47.59,O'Sullivan,2002,10000m,Female
240,48.89,Shibui JPN,2002,10000m,Female
253,50.32,Kastor USA,2002,10000m,Female
268,51.81,Fukushi,2002,10000m,Female
389,4.0,Biktasheva,2002,10000m,Female
476,9.34,Yingjie,2002,10000m,Female
560,13.96,Botezan,2002,10000m,Female
623,17.72,Prokopcuka,2002,10000m,Female
662,19.74,Botezan,2002,10000m,Female
736,23.15,Biktasheva,2002,10000m,Female
836,27.83,Kosgei,2002,10000m,Female
941,32.04,Chepkemei,2002,10000m,Female
951,32.2,Power,2002,10000m,Female
985,33.19,O'Sullivan,2002,10000m,Female
1220,40.8,Ribeiro,2002,10000m,Female
1232,41.16,Rhines USA,2002,10000m,Female
1240,41.33,Yamanaka,2002,10000m,Female
1282,42.58,Huina,2002,10000m,Female
1286,42.74,Oshima,2002,10000m,Female
1371,44.87,Ichikawa,2002,10000m,Female
1381,45.14,Chepkemei,2002,10000m,Female
1415,45.85,Luisa Larraga,2002,10000m,Female
1429,46.31,Ogoshi,2002,10000m,Female
1457,46.92,Ogoshi,2002,10000m,Female
1490,47.82,Jevtic,2002,10000m,Female
1502,48.12,Hatori,2002,10000m,Female
1511,48.28,Ogoshi,2002,10000m,Female
1596,50.18,Noguchi,2002,10000m,Female
1701,52.65,Kotorida,2002,10000m,Female
1734,53.61,Dita,2002,10000m,Female
1758,54.24,Dias,2002,10000m,Female
1823,55.59,Fukushi,2002,10000m,Female
1838,55.76,Oshima,2002,10000m,Female
1925,57.02,Haugen,2002,10000m,Female
1940,57.38,Rhines USA,2002,10000m,Female
1962,57.77,Kotorida,2002,10000m,Female
2005,58.39,Yelling,2002,10000m,Female
2006,58.43,Power,2002,10000m,Female
2058,59.29,Davenport IRL,2002,10000m,Female
2060,59.32,Gherasim,2002,10000m,Female
2116,0.55,Stolic,2002,10000m,Female
2125,0.78,Malot,2002,10000m,Female
2304,4.27,Hashimoto,2002,10000m,Female
2364,5.34,Noguchi,2002,10000m,Female
2384,5.72,Ogoshi,2002,10000m,Female
2449,6.7,Tanabe,2002,10000m,Female
2544,8.03,Matsuoka,2002,10000m,Female
2564,8.52,Mockenhaupt,2002,10000m,Female
2646,9.82,Yvelain,2002,10000m,Female
2655,9.88,Kosgei,2002,10000m,Female
35,4.18,Adere,2003,10000m,Female
40,7.15,Kidane,2003,10000m,Female
41,7.2,Yingjie,2003,10000m,Female
54,12.53,Kiplagat,2003,10000m,Female
80,23.07,Zhilyayeva,2003,10000m,Female
94,26.2,Bogomalova,2003,10000m,Female
124,31.55,Huina,2003,10000m,Female
158,37.68,Willis,2003,10000m,Female
181,41.4,Kidane ETH,2003,10000m,Female
213,46.48,Bogomalova,2003,10000m,Female
318,57.14,Zhilyayeva,2003,10000m,Female
329,57.83,Grigoryeva,2003,10000m,Female
359,1.07,Dibaba,2003,10000m,Female
375,2.72,Dibaba ETH,2003,10000m,Female
426,6.14,Prokopcuka,2003,10000m,Female
427,6.2,Kabuu,2003,10000m,Female
502,10.57,Fukushi,2003,10000m,Female
519,11.61,Fukushi,2003,10000m,Female
548,13.42,Ribeiro,2003,10000m,Female
554,13.75,Fernández MEX,2003,10000m,Female
568,14.28,Kiplagat,2003,10000m,Female
594,15.95,Adere,2003,10000m,Female
627,17.86,Kastor,2003,10000m,Female
755,24.0,Ogoshi,2003,10000m,Female
814,26.88,Dryer USA,2003,10000m,Female
854,28.41,Willis AUS,2003,10000m,Female
860,28.72,Botezan,2003,10000m,Female
867,28.97,Kastor USA,2003,10000m,Female
933,31.87,Biktasheva,2003,10000m,Female
944,32.1,Yamanaka,2003,10000m,Female
957,32.27,Hiroyama,2003,10000m,Female
1049,35.74,Dryer USA,2003,10000m,Female
1081,36.76,Petrova RUS,2003,10000m,Female
1129,38.48,Mikitenko,2003,10000m,Female
1205,40.31,Kalovics,2003,10000m,Female
1267,42.01,Shibui,2003,10000m,Female
1307,43.14,McGregor,2003,10000m,Female
1326,43.51,Samokhvalova,2003,10000m,Female
1363,44.74,Babcock CAN,2003,10000m,Female
1414,45.84,Kotorida,2003,10000m,Female
1445,46.57,Ozaki,2003,10000m,Female
1460,47.0,Oshima,2003,10000m,Female
1467,47.15,Fukushi,2003,10000m,Female
1483,47.63,Denboba,2003,10000m,Female
1514,48.31,Gigi ETH,2003,10000m,Female
1516,48.32,Dias,2003,10000m,Female
1541,48.91,Ozaki,2003,10000m,Female
1553,49.15,Ogoshi,2003,10000m,Female
1557,49.29,Saito,2003,10000m,Female
1562,49.41,Grigoryeva,2003,10000m,Female
1571,49.58,Centeno,2003,10000m,Female
1572,49.59,Asoshina,2003,10000m,Female
1659,51.8,Hara,2003,10000m,Female
1780,54.78,McGregor USA,2003,10000m,Female
1803,55.24,Oshima,2003,10000m,Female
1864,56.21,Wanjiru,2003,10000m,Female
1865,56.23,Ndungu,2003,10000m,Female
1911,56.9,Javornik,2003,10000m,Female
1961,57.76,Kawashima,2003,10000m,Female
1985,57.98,McGregor USA,2003,10000m,Female
2002,58.36,Yingjie,2003,10000m,Female
2043,59.06,Fujikawa,2003,10000m,Female
2057,59.28,Noguchi,2003,10000m,Female
2080,59.81,Dryer,2003,10000m,Female
2293,3.99,Rios,2003,10000m,Female
2293,3.99,Yelling-Higham,2003,10000m,Female
2301,4.12,Ogoshi,2003,10000m,Female
2588,8.84,Takanaka,2003,10000m,Female
2602,9.15,Javornik,2003,10000m,Female
61,17.15,Radcliffe,2004,10000m,Female
86,24.36,Huina,2004,10000m,Female
90,24.98,Dibaba,2004,10000m,Female
98,26.42,Tulu,2004,10000m,Female
113,28.3,Kidane,2004,10000m,Female
125,31.92,Kiplagat,2004,10000m,Female
193,43.39,Dibaba,2004,10000m,Female
261,51.07,Tulu,2004,10000m,Female
292,54.37,Yingjie,2004,10000m,Female
361,1.15,Grigoryeva,2004,10000m,Female
394,4.1,Prokopcuka,2004,10000m,Female
397,4.34,Wanjiku,2004,10000m,Female
399,4.49,Alemu,2004,10000m,Female
404,4.62,Grigoryeva,2004,10000m,Female
420,5.68,Fukushi,2004,10000m,Female
423,5.9,Kabuu,2004,10000m,Female
433,6.63,Javornik,2004,10000m,Female
448,7.58,Zhilyayeva,2004,10000m,Female
468,8.89,Berkut,2004,10000m,Female
485,9.65,Kastor,2004,10000m,Female
513,11.24,Botezan,2004,10000m,Female
583,15.34,Hatori,2004,10000m,Female
641,18.72,Barsosio KEN,2004,10000m,Female
694,21.03,Noguchi,2004,10000m,Female
742,23.35,Mockenhaupt,2004,10000m,Female
754,23.99,Timbilil,2004,10000m,Female
784,25.46,Kuma,2004,10000m,Female
861,28.78,Davenport IRL,2004,10000m,Female
869,29.07,Bekele,2004,10000m,Female
943,32.09,Fukushi,2004,10000m,Female
958,32.28,Ribeiro,2004,10000m,Female
973,32.69,Kabuu,2004,10000m,Female
1008,34.01,Oshima,2004,10000m,Female
1009,34.08,Hiroyama,2004,10000m,Female
1016,34.37,O'Neill USA,2004,10000m,Female
1086,36.9,Butler,2004,10000m,Female
1131,38.59,Hatori,2004,10000m,Female
1150,38.95,Wanjiku,2004,10000m,Female
1187,39.89,Mumbi,2004,10000m,Female
1231,41.13,Butler,2004,10000m,Female
1236,41.26,Erkasso,2004,10000m,Female
1246,41.49,Saito,2004,10000m,Female
1275,42.18,Oshima,2004,10000m,Female
1291,42.91,Prokopcuka,2004,10000m,Female
1381,45.14,Yelling-Higham,2004,10000m,Female
1404,45.63,Butler GBR,2004,10000m,Female
1468,47.23,Yingjie,2004,10000m,Female
1477,47.47,Ozaki,2004,10000m,Female
1492,47.88,Ogoshi,2004,10000m,Female
1551,49.13,Ozaki,2004,10000m,Female
1585,49.97,Willis,2004,10000m,Female
1610,50.49,Davenport,2004,10000m,Female
1621,50.85,Yelling-Higham GBR,2004,10000m,Female
1624,50.9,Yingjie,2004,10000m,Female
1637,51.26,McGregor USA,2004,10000m,Female
1640,51.29,Bekele,2004,10000m,Female
1673,52.11,Gruca,2004,10000m,Female
1685,52.4,Mockenhaupt,2004,10000m,Female
1711,53.07,Kano,2004,10000m,Female
1716,53.21,Kotorida,2004,10000m,Female
1733,53.57,Hashimoto,2004,10000m,Female
1764,54.44,Ohira,2004,10000m,Female
1786,54.91,Bastos,2004,10000m,Female
1807,55.32,Ominami,2004,10000m,Female
1870,56.36,Kalovics,2004,10000m,Female
1900,56.77,Kuma,2004,10000m,Female
1907,56.81,Ozaki,2004,10000m,Female
1949,57.54,Kwambai,2004,10000m,Female
1953,57.58,Ominami,2004,10000m,Female
1954,57.64,Mosqueda,2004,10000m,Female
1985,57.98,Alemu,2004,10000m,Female
1992,58.14,Dryer,2004,10000m,Female
2069,59.55,Ozaki,2004,10000m,Female
2112,0.43,Yelling-Higham,2004,10000m,Female
2126,0.85,Mockenhaupt,2004,10000m,Female
2132,1.01,Maury,2004,10000m,Female
2142,1.17,Mosqueda,2004,10000m,Female
2339,4.86,Mikitenko,2004,10000m,Female
2465,6.96,Samokhvalova,2004,10000m,Female
2480,7.25,O'Neill,2004,10000m,Female
2529,7.84,Hashimoto,2004,10000m,Female
2599,9.13,Aish USA,2004,10000m,Female
2612,9.31,Daunay,2004,10000m,Female
59,15.67,Dibaba,2005,10000m,Female
67,18.39,Dibaba,2005,10000m,Female
70,19.39,Kidane ETH,2005,10000m,Female
83,24.02,Dibaba,2005,10000m,Female
92,25.41,Adere,2005,10000m,Female
93,26.0,Dibaba,2005,10000m,Female
107,27.18,Huina,2005,10000m,Female
119,30.26,Masai,2005,10000m,Female
128,32.47,Kidane,2005,10000m,Female
132,33.53,Yingjie,2005,10000m,Female
133,33.75,Bogomalova,2005,10000m,Female
189,42.75,Radcliffe,2005,10000m,Female
271,51.99,Masai,2005,10000m,Female
304,55.67,Kwambai,2005,10000m,Female
305,55.8,Kwambai,2005,10000m,Female
357,0.73,Huina,2005,10000m,Female
387,3.75,Fukushi,2005,10000m,Female
401,4.55,Prokopcuka,2005,10000m,Female
403,4.61,Bogomalova,2005,10000m,Female
471,9.03,Chunxiu,2005,10000m,Female
504,10.68,Bekele,2005,10000m,Female
531,12.57,Samokhvalova,2005,10000m,Female
567,14.27,Zhilyayeva,2005,10000m,Female
628,17.97,Zhilyayeva,2005,10000m,Female
646,18.96,Rudolph USA,2005,10000m,Female
686,20.58,Grigoryeva,2005,10000m,Female
693,21.0,Smith NZL,2005,10000m,Female
697,21.2,McGregor,2005,10000m,Female
702,21.28,Mockenhaupt,2005,10000m,Female
714,21.92,Dryer USA,2005,10000m,Female
720,22.37,Kabuu,2005,10000m,Female
748,23.55,Asoshina,2005,10000m,Female
765,24.29,Smith,2005,10000m,Female
766,24.33,Hara,2005,10000m,Female
780,25.33,María Rodríguez MEX,2005,10000m,Female
795,25.94,McGregor USA,2005,10000m,Female
808,26.66,Rhines,2005,10000m,Female
824,27.35,Guiying,2005,10000m,Female
849,28.21,Mockenhaupt,2005,10000m,Female
865,28.88,Xue,2005,10000m,Female
889,29.81,Chepchumba,2005,10000m,Female
907,30.71,Alemu,2005,10000m,Female
909,30.82,Fukushi,2005,10000m,Female
930,31.64,Qiuhong,2005,10000m,Female
1004,33.82,McGregor,2005,10000m,Female
1010,34.15,Ozaki,2005,10000m,Female
1019,34.79,Hiroyama,2005,10000m,Female
1033,35.18,Ominami,2005,10000m,Female
1036,35.25,Russell,2005,10000m,Female
1094,37.2,Rhines,2005,10000m,Female
1096,37.24,Miyai,2005,10000m,Female
1145,38.81,Wangari,2005,10000m,Female
1146,38.84,Wanjiku,2005,10000m,Female
1168,39.47,Rhines USA,2005,10000m,Female
1192,39.98,Fukushi,2005,10000m,Female
1206,40.34,Ogoshi,2005,10000m,Female
1235,41.25,Wangari,2005,10000m,Female
1251,41.6,Miyai,2005,10000m,Female
1279,42.51,Kimwei,2005,10000m,Female
1284,42.67,Mumbi,2005,10000m,Female
1302,43.02,Ohira,2005,10000m,Female
1339,43.74,Miyai,2005,10000m,Female
1351,44.29,Noguchi,2005,10000m,Female
1380,45.08,Kastor,2005,10000m,Female
1395,45.4,Timbilil,2005,10000m,Female
1443,46.53,Butler,2005,10000m,Female
1468,47.23,Ozaki,2005,10000m,Female
1546,48.95,Sato,2005,10000m,Female
1734,53.61,Yelling-Higham,2005,10000m,Female
1762,54.41,Sato,2005,10000m,Female
1798,55.15,Willis,2005,10000m,Female
1852,56.0,Ogoshi JPN,2005,10000m,Female
1860,56.07,Klimina,2005,10000m,Female
1971,57.85,Samokhvalova,2005,10000m,Female
2011,58.49,Hatori,2005,10000m,Female
2042,59.01,Asoshina,2005,10000m,Female
2051,59.18,Ogawa,2005,10000m,Female
2062,59.37,Zekiros,2005,10000m,Female
2070,59.56,Ogawa,2005,10000m,Female
2087,59.94,Ayanu,2005,10000m,Female
2094,0.08,Ishii,2005,10000m,Female
2127,0.91,Dryer,2005,10000m,Female
2172,1.8,Kwambai,2005,10000m,Female
2189,2.06,Ogawa,2005,10000m,Female
2209,2.38,Ominami,2005,10000m,Female
2219,2.58,Ogawa,2005,10000m,Female
2249,3.22,Ribeiro,2005,10000m,Female
2276,3.71,Ishii,2005,10000m,Female
2306,4.3,Ogawa,2005,10000m,Female
2323,4.57,Klimina,2005,10000m,Female
2341,4.89,Hiroyama,2005,10000m,Female
2378,5.6,Fukushi,2005,10000m,Female
2468,7.0,Russell,2005,10000m,Female
2514,7.66,Tosa,2005,10000m,Female
2548,8.09,Ozaki,2005,10000m,Female
2553,8.19,Okunaga,2005,10000m,Female
2636,9.67,Oshima,2005,10000m,Female
2659,9.94,Saito,2005,10000m,Female
2661,9.95,Yagi,2005,10000m,Female
75,21.67,Abeylegesse,2006,10000m,Female
122,31.42,Abitova,2006,10000m,Female
127,32.36,Wigene,2006,10000m,Female
130,32.72,Grigoryeva,2006,10000m,Female
145,35.9,Bogomalova,2006,10000m,Female
153,37.26,Kiplagat,2006,10000m,Female
166,38.78,Prokopcuka,2006,10000m,Female
267,51.69,Domínguez,2006,10000m,Female
330,57.9,Fukushi,2006,10000m,Female
355,0.64,Fukushi,2006,10000m,Female
574,14.8,Willis,2006,10000m,Female
604,16.5,Kimwei,2006,10000m,Female
615,17.12,Goucher,2006,10000m,Female
644,18.85,Ongori,2006,10000m,Female
672,19.92,Kebaso,2006,10000m,Female
725,22.68,Kimwei,2006,10000m,Female
761,24.16,Rhines,2006,10000m,Female
838,27.96,Masai,2006,10000m,Female
874,29.38,Fukushi,2006,10000m,Female
876,29.43,Ochichi,2006,10000m,Female
882,29.66,Kabuu,2006,10000m,Female
911,30.86,Wambui,2006,10000m,Female
929,31.58,Bogomalova,2006,10000m,Female
948,32.17,McGregor,2006,10000m,Female
954,32.24,Abitova,2006,10000m,Female
988,33.27,Grigoryeva,2006,10000m,Female
991,33.39,Chebet,2006,10000m,Female
1052,35.81,Kiros Abeye,2006,10000m,Female
1161,39.34,Kibet,2006,10000m,Female
1170,39.57,Kabuu,2006,10000m,Female
1204,40.28,Mockenhaupt,2006,10000m,Female
1257,41.72,Mumbi,2006,10000m,Female
1291,42.91,Bekele,2006,10000m,Female
1347,44.12,Mockenhaupt,2006,10000m,Female
1367,44.82,Mikitenko,2006,10000m,Female
1399,45.48,Ozaki,2006,10000m,Female
1407,45.75,Kimwei,2006,10000m,Female
1417,45.94,De Vos,2006,10000m,Female
1481,47.6,Sugihara,2006,10000m,Female
1500,48.11,Oshima,2006,10000m,Female
1529,48.68,Kabuu,2006,10000m,Female
1542,48.92,Ozaki,2006,10000m,Female
1551,49.13,Ongori,2006,10000m,Female
1553,49.15,Hiroyama,2006,10000m,Female
1561,49.4,Yamauchi,2006,10000m,Female
1567,49.47,Dita,2006,10000m,Female
1582,49.89,Matsuoka,2006,10000m,Female
1591,50.13,Noguchi,2006,10000m,Female
1626,50.93,Yamagishi,2006,10000m,Female
1811,55.43,Kebaso,2006,10000m,Female
1873,56.41,Kebaso,2006,10000m,Female
1925,57.02,Wanjiku,2006,10000m,Female
1979,57.94,Slattery,2006,10000m,Female
1991,58.08,Willis,2006,10000m,Female
2101,0.25,Wanguru Kiragu,2006,10000m,Female
2133,1.04,Butler,2006,10000m,Female
2151,1.34,Erkasso,2006,10000m,Female
2298,4.08,Wanjiku,2006,10000m,Female
2307,4.32,Huina,2006,10000m,Female
2315,4.41,Ogawa,2006,10000m,Female
2330,4.67,Watetu,2006,10000m,Female
2352,5.08,Watetu,2006,10000m,Female
2392,5.84,Kebaso,2006,10000m,Female
2427,6.4,Izumi,2006,10000m,Female
2463,6.92,Fukushi,2006,10000m,Female
2464,6.94,Ogi,2006,10000m,Female
2531,7.9,Yamauchi,2006,10000m,Female
2609,9.26,Weissteiner,2006,10000m,Female
2657,9.9,Ohira,2006,10000m,Female
354,0.27,Tufa,2007,10000m,Female
427,6.2,Jebet Kiplagat,2007,10000m,Female
552,13.67,Erkasso,2007,10000m,Female
618,17.3,Yingning,2007,10000m,Female
619,17.31,Rhines USA,2007,10000m,Female
648,18.97,Dibaba,2007,10000m,Female
690,20.63,Smith NZL,2007,10000m,Female
691,20.66,Kiros Abeye,2007,10000m,Female
700,21.25,Fang,2007,10000m,Female
729,22.8,De Vos,2007,10000m,Female
734,23.07,Huirong,2007,10000m,Female
740,23.27,Akaba,2007,10000m,Female
775,25.15,Abeylegesse,2007,10000m,Female
797,26.05,Tufa ETH,2007,10000m,Female
798,26.08,Abitova,2007,10000m,Female
815,26.94,Pavey,2007,10000m,Female
925,31.18,Masai KEN,2007,10000m,Female
964,32.49,Xue,2007,10000m,Female
968,32.52,Kabuu,2007,10000m,Female
986,33.2,Kabuu,2007,10000m,Female
995,33.49,Kidane,2007,10000m,Female
1037,35.27,Kinukawa,2007,10000m,Female
1066,36.2,Kimwei,2007,10000m,Female
1079,36.56,Leghzaoui,2007,10000m,Female
1083,36.78,Kwambai KEN,2007,10000m,Female
1106,37.82,McGregor USA,2007,10000m,Female
1120,38.16,Kimwei,2007,10000m,Female
1154,39.11,Ongori,2007,10000m,Female
1159,39.32,Wakita,2007,10000m,Female
1181,39.84,Chepyego,2007,10000m,Female
1181,39.84,Xiaoxue,2007,10000m,Female
1280,42.53,Kimwei,2007,10000m,Female
1374,45.0,Wambui,2007,10000m,Female
1420,45.98,Bekele,2007,10000m,Female
1422,46.05,Kasim,2007,10000m,Female
1466,47.14,Agafonova,2007,10000m,Female
1536,48.87,Shibui,2007,10000m,Female
1608,50.45,Miyauchi,2007,10000m,Female
1683,52.37,Ivanova,2007,10000m,Female
1770,54.59,Sugihara,2007,10000m,Female
1798,55.15,Shibui,2007,10000m,Female
1810,55.41,Dibaba,2007,10000m,Female
1837,55.73,Mumbi,2007,10000m,Female
1861,56.09,Mockenhaupt,2007,10000m,Female
1888,56.59,Ongori KEN,2007,10000m,Female
1890,56.61,Leticia Rocha MEX,2007,10000m,Female
1897,56.72,Kipyego KEN,2007,10000m,Female
1921,57.0,Kastor,2007,10000m,Female
1930,57.04,María Rodríguez MEX,2007,10000m,Female
1938,57.26,Rudolph USA,2007,10000m,Female
1947,57.5,Seike,2007,10000m,Female
2007,58.44,Alemu,2007,10000m,Female
2008,58.45,Tilahun,2007,10000m,Female
2014,58.52,Kravtsova,2007,10000m,Female
2089,59.98,Golovchenko,2007,10000m,Female
2093,0.05,Lijuan,2007,10000m,Female
2106,0.32,Kimwei,2007,10000m,Female
2153,1.43,Yelling-Higham,2007,10000m,Female
2183,1.96,Tilahun,2007,10000m,Female
2188,2.05,Goucher,2007,10000m,Female
2205,2.32,Fernández,2007,10000m,Female
2241,3.02,Grigoryeva,2007,10000m,Female
2282,3.81,Pavey,2007,10000m,Female
2441,6.54,Ogawa,2007,10000m,Female
2461,6.89,Smith,2007,10000m,Female
2509,7.62,De Vos,2007,10000m,Female
2610,9.28,Berkut,2007,10000m,Female
2627,9.5,Getaneh,2007,10000m,Female
2636,9.67,Kasim Rabo ETH,2007,10000m,Female
23,54.66,Dibaba,2008,10000m,Female
76,22.22,Flanagan,2008,10000m,Female
99,26.5,Masai,2008,10000m,Female
137,34.49,Flanagan USA,2008,10000m,Female
140,35.54,Smith NZL,2008,10000m,Female
144,35.84,Konovalova,2008,10000m,Female
163,38.33,Tufa,2008,10000m,Female
173,39.96,Kabuu,2008,10000m,Female
175,40.27,Kiplagat,2008,10000m,Female
215,46.7,Abitova,2008,10000m,Female
260,51.0,Smith,2008,10000m,Female
298,55.16,Goucher,2008,10000m,Female
328,57.8,Arusei,2008,10000m,Female
334,58.48,Kibet,2008,10000m,Female
343,59.35,Konovalova,2008,10000m,Female
360,1.14,Fukushi,2008,10000m,Female
382,3.37,Dibaba,2008,10000m,Female
391,4.04,Kiplagat,2008,10000m,Female
392,4.05,Dibaba,2008,10000m,Female
408,4.88,Aryasova,2008,10000m,Female
410,4.93,Melkamu,2008,10000m,Female
436,6.84,Wude,2008,10000m,Female
439,6.93,Kiros Abeye,2008,10000m,Female
457,8.24,Momanyi,2008,10000m,Female
528,12.3,Pavey,2008,10000m,Female
549,13.5,Klimina,2008,10000m,Female
